id,raw_text,gender,birth_year,age,zodiac,mbti,height_cm,weight_kg,bmi,hometown,current_location,education,occupation,annual_income,hobbies,personality,has_house,has_car,marital_status,partner_preferences,self_introduction
men_100_33,"编号33
```
◇お名前  Jacky
◇星座 :白羊座
◇生年月日:   1988
◇ご年齢 :    36
◇国籍:    中国
◇戸籍地 :   河南省
◇現住所 :    东京
◇身長:   173cm
◇体重:       66kg
◇最終学歴 :  大学本科
◇ご職業:     it
◇ご年収:   1200万+
◇赴日经历：11年
◇签证类型：高度技术人材（永驻申请中）
◇婚歴 : 未婚
◇家族との同居 : 无
◇趣味 :  旅游，健身，户外，开车，看书
```

- （",male,1988,37,白羊座,,173,66,22.1,河南省,东京,大学本科,it,1200万+,"健身, 开车, 户外, 旅游, 看书",,,,未婚,,
men_100_31,"编号31
```
性别：男
星座：射手
生年月日：1996
年龄：27
国籍：中国
户籍地：辽宁大连
现住所：东京
身高：186
体重：78kg
学历：本科
职业：日语老师
日语：n1
赴日经历：在日本出生，3岁时去了国内，
12岁时回到日本东京 3+15
签证：永驻
婚历：未婚
趣味：动漫 音乐 电影 散步 旅行
感情经历简单 责任感强 喜欢动物和大自然
喜欢挑战新事物 家里开的两个中餐馆
还有三套租出去的店铺
```

- (",male,1996,29,射手,,186,78,22.5,辽宁大连,东京,本科,日语老师,,"动漫, 散步, 旅行, 电影, 音乐",感情经历简单 责任感强 喜欢动物和大自然 喜欢挑战新事物,,,未婚,,
men_100_30,"编号30

![WechatIMG5870](https://github.com/141801/info/assets/42635299/7b507179-bc24-43c5-8e19-21d5d3067388)
```
92年 大连 身高182 体重70
都内工作 喜好美食 滑雪等
不抽烟无不良嗜好
无婚史同居史长年单身
希望自己另一半也无婚史
善良专一 计划长期在日本
合得来最重要
```

- （",male,1992,33,,,182,70,21.1,大连,都内,,,,"滑雪, 美食",善良专一，不抽烟无不良嗜好,,,无婚史同居史长年单身,希望自己另一半也无婚史，合得来最重要,计划长期在日本
men_100_24,"编号24
```
98年 四川人
infp 巨蟹座
182/88kg
学历：北海道大学硕士
现东北大学医疗药学博士在读
（毕业之后不太考虑科研，首选医院其次研究所最后公司）
爱好：各种策略游戏，桌游剧本杀狼人杀，或者是卡牌（以及宝可梦）
以及很喜欢徒步骑车去很远的地方
然后就是做饭和健身
最后是因为工作的原因涉猎了非常多不同的研究领域，生命科学化学材料植物科学什么的都略通，平时也很喜欢了解
性格：心思细腻，善于思考，长于逻辑。
非常独立，工作和情绪不太依赖别人，比较体贴，情绪非常稳定
没事喜欢探索新知识，新店铺，很喜欢和不同人请教他们的专业内容
也蛮爱玩儿的，精力很好，想到处旅游到处玩儿只是碍于现在的工作原因暂时不行
现实和理想主义每时每刻都在交织，属于究极捧哽，很需要话多的人一直输入。
几乎没有压力感受器，经历过很多压力已经无感了，自我调节能力也很强，暂时没什么事情和人会让我破防或者是情绪崩溃
自我调节和抗压能力比较强
缺点：非常非常p，大心脏的反面是每次都在最后关头才把事情完成 时间感很强的人可能受不了
择偶标准：
不喜欢太强势的人，不太喜欢对生活有非常非常明确的目标的人，我觉得生活就是乘兴而来 兴尽而返，对未来有大致规划就行不想要每个节点非得做到什么样
另外就是希望另一半能有自己的专业知识领域，能有独立思考的能力
然后生活习惯的话就最好不要吸烟，也不要宿醉
喜欢能和我分享很多的人，真的会有被在意的感觉，想要对视一眼就能相互明白的默契感
```

- （",male,1998,27,巨蟹座,INFP,182,88,26.6,四川,,北海道大学硕士，东北大学医疗药学博士在读,医疗药学博士在读,,"做饭, 健身, 卡牌, 各种策略游戏, 宝可梦, 徒步骑车, 探索新知识, 新店铺, 旅游, 桌游剧本杀狼人杀",心思细腻，善于思考，长于逻辑，非常独立，工作和情绪不太依赖别人，比较体贴，情绪非常稳定，现实和理想主义交织，究极捧哽，几乎没有压力感受器，自我调节和抗压能力比较强,,,,不喜欢太强势的人，不太喜欢对生活有非常明确目标的人，希望另一半能有自己的专业知识领域，有独立思考的能力，最好不要吸烟，也不要宿醉，喜欢能分享很多的人，想要对视一眼就能相互明白的默契感,98年四川人，infp巨蟹座，182/88kg，北海道大学硕士，现东北大学医疗药学博士在读，毕业后不太考虑科研，首选医院其次研究所最后公司
men_100_22,"编号22
```
00年男，目前东京修士在读，
e人，白羊座，山东济南人，174，70kg，
喜欢健身，旅行，不抽烟，偶然喝点酒，
希望找一个聊得来的，年龄差不多的，
最好和我一样喜欢旅行。
```

- （",male,2000,25,白羊座,,174,70,23.1,山东济南,东京,修士在读,,,"不抽烟, 健身, 偶然喝点酒, 旅行",,,,,希望找一个聊得来的，年龄差不多的，最好和我一样喜欢旅行,
men_100_21,"编号21
```
95辽宁男，174的ispt，水瓶座。
会做菜，喜欢各种运动（キックボクシング、乒乓球等）和游戏、
周末在家比较多（有人陪就喜欢外出 旅游）、
来日7年定居在横滨附近，工作在商社。
希望另一半温柔善良，年龄±5，最好活泼一些.
```

- （",male,1995,30,水瓶座,ISPT,174,,,辽宁,横滨附近,,商社,,"乒乓球等）, 做菜, 旅游, 游戏, 运动（キックボクシング",,,,,希望另一半温柔善良，年龄±5，最好活泼一些,来日7年定居在横滨附近，工作在商社，周末在家比较多（有人陪就喜欢外出旅游）
men_100_19,"编号19
```
96东北男 ，176的enfp，
人生就是喜欢体验未知，
爱手碟、拍照、羽毛球，以前有入伍经历，
福祉工作、暂定富良野，
后面可能去东京或大阪。
另一半的标准163以上，脾气好些，
对事物有自己的看法，不人云亦云.
```


- （",male,1996,29,,ENFP,176,,,东北,富良野,,福祉工作,,"手碟, 拍照, 羽毛球",喜欢体验未知,,,,另一半的标准163以上，脾气好些，对事物有自己的看法，不人云亦云,人生就是喜欢体验未知，爱手碟、拍照、羽毛球，以前有入伍经历，福祉工作、暂定富良野，后面可能去东京或大阪
men_100_15,"编号15
```
男 97年 183 77
福建 住在千叶松户，IT。
平时喜欢看看视频，音乐，打打游戏什么的。
然后目前是想长期在日本发展的，
希望对方能互相喜欢，在一起舒服适合就好。
```

- （",male,1997,28,,,183,77,23.0,福建,千叶松户,,IT,,"打游戏, 看视频, 音乐",,,,,希望对方能互相喜欢，在一起舒服适合就好,平时喜欢看看视频，音乐，打打游戏什么的。然后目前是想长期在日本发展的
men_100_14,"编号14
```
男/广东/1992/现专门学校。
日常喜欢柔道健身电影动漫阅读游戏旅游摄影。
不烟不酒无不良嗜好，寻对象/搭子。
```

- (",male,1992,33,,,,,,广东,,专门学校,,,柔道健身电影动漫阅读游戏旅游摄影,不烟不酒无不良嗜好,,,,寻对象/搭子,
men_100_13,"编号13
```
00年男 ENFP安徽人
173/60 国内985物理系，韩国半导体专业，
在日本东工读电子博，
喜欢俄语，手风琴，舞狮，伤痕文学，
田野调查以及做各种中餐韩餐。
很外向话密，想找个不要比我大5岁以上且情绪稳定的人
```

- （",male,2000,25,,ENFP,173,60,20.0,安徽,,博士,,,"伤痕文学, 俄语, 做中餐韩餐, 手风琴, 田野调查, 舞狮",很外向话密,,,,不要比我大5岁以上且情绪稳定的人,
men_100_12,"编号12
```
男 99年 184 大连  ENFJ
住在横滨，在东京工作(IT)
平时喜欢旅旅游，音乐，足球，
打打游戏什么的
希望对方能互相喜欢，
在一起舒服适合就好
```

- （",male,1999,26,,ENFJ,184,,,大连,横滨,,IT,,"打游戏, 旅游, 足球, 音乐",,,,,希望对方能互相喜欢，在一起舒服适合就好,
men_100_8,"编号8
```
93年 男 南方人，170CM，BMI 20，
国内本科，东京干IT，收入700+，
长相白皙清秀型。
不抽烟不赌博偶尔喝啤酒，会做饭。
希望找个27-33岁，
长相看着舒服就行，情绪稳定，
在东京有自己的工作，本分的女孩。
不接受离异
```

- （",male,1993,32,,,170,58,20.1,南方,东京,国内本科,IT,700+,做饭,,,,,希望找个27-33岁，长相看着舒服就行，情绪稳定，在东京有自己的工作，本分的女孩。不接受离异,长相白皙清秀型。不抽烟不赌博偶尔喝啤酒，会做饭。
men_100_7,"编号7
```
98  男  日本东京在住
现在是大学院生   177/65
intj  不抽烟喝酒
择偶标准  聊得来就行
```

- （",male,1998,27,,INTJ,177,65,20.7,,日本东京,大学院生,,,,,,,,聊得来就行,
men_100_4,"编号4
```
94年 男  辽宁人 普通打工人
寻找有缘人投缘最重要 。
```

- （",male,1994,31,,,,,,辽宁,,,普通打工人,,,,,,,寻找有缘人投缘最重要,
men_100_2,"编号2
```
性别男，88年，未婚，日籍福建人，
东京有一户建房子一座，
年收入1200－1600万日元，日本就他自己，
没有抽烟喝酒习惯，未来没有回国打算，
寻找不超过38岁，最好27-36，离异也可，
不能生育过小孩，未来能够接受生育2个孩子的女孩，
不接受只想生育一个小孩的人
```

- （",male,1988,37,,,,,,福建,东京,,,1200-1600万日元,,,True,,未婚,寻找不超过38岁，最好27-36，离异也可，不能生育过小孩，未来能够接受生育2个孩子的女孩，不接受只想生育一个小孩的人,日籍福建人，东京有一户建房子一座，日本就他自己，没有抽烟喝酒习惯，未来没有回国打算
men_100_1,"编号1
```
男，02年，身高186，
住在琦玉，大学在都内，ESFJ，
不抽烟不喝酒（偶尔小酌）。
兴趣爱好现代舞（hipop、jazz、kpop），
旅游，爬山，打游戏，看动漫
（热血番：死火海。最喜欢的动漫是BLEACH）。
来日本已经两年了，圈子很小，
希望能找一个是年龄差不多，聊得来的女生。(^_^;)
```
[下一页](https://github.com/141801/info/blob/main/men_200.md)
[返回导航页](https://github.com/141801/info/blob/main/tinder.md)
",male,2002,23,,ESFJ,186,,,,琦玉,大学,,,"jazz, kpop）, 打游戏, 旅游, 爬山, 现代舞（hipop, 看动漫（热血番：死火海。最喜欢的动漫是BLEACH）",,,,,年龄差不多，聊得来的女生,来日本已经两年了，圈子很小，希望能找一个是年龄差不多，聊得来的女生
men_200_193,"编号193
```
个人信息
性别：男
出生年：93年
身高：183
体重：68左右（较瘦）
学历：专科
工作：内装
年收：500左右
出生地：河南洛阳
现居住地：千叶县松户市
兴趣爱好：爬山，听音乐，打游戏
不抽烟，偶尔喝酒，喜欢做家务，情绪稳定。
会做饭（做的不咋地）
家庭状况：父已故，母健在，有一妹妹今年大一
其他：打算长期居住日本，
工作签证，有驾照，有房（3DK）无车
对女方的要求：96以后未婚的，
身高160以上（越高越好，175为止都能接受）
正常身材，情绪稳定
```

- (",male,1993,32,,,183,68,20.3,河南洛阳,千叶县松户市,专科,内装,500左右,"不抽烟, 会做饭, 偶尔喝酒, 听音乐, 喜欢做家务, 打游戏, 爬山",情绪稳定,True,False,,96以后未婚的，身高160以上（越高越好，175为止都能接受），正常身材，情绪稳定,打算长期居住日本，工作签证，有驾照，有房（3DK）无车，家庭状况：父已故，母健在，有一妹妹今年大一
men_200_189,"编号189
```
◇生年月日:   80代前半
◇国籍:    中国
◇戸籍地 :    辽宁
◇現住所 :    埼玉
◇身長:   187cm
◇体重:       76kg
◇最終学歴 :  研究生
◇ご職業:     IT
◇ご年収:    700W+
◇日本語程度 :N1
◇赴日经历：10年+
◇签证类型： 高度人才
◇家族との同居 : 无 
◇趣味 :  运动为主
◇希望对方 :  善良，有素质，人品过关，身高155+，年龄32～39
```

- (",male,1983,42,,,187,76,21.7,辽宁,埼玉,研究生,IT,700W+,运动为主,,,,,善良，有素质，人品过关，身高155+，年龄32～39,
men_200_188,"编号188

```
本人状况
男
.96年，裸足169/68 广西人
.在日5年
.ENFJ、性格比较随和，
可以聊天聊地也可以默默倾听
.目前工作是IT(入行3年，年收450)
.不抽烟
.平时都是自己做饭
.短期内没有回国发展打算
.对什么事都有一点兴趣，但不多。
 在家时玩玩游戏看看视频，
 出去的时候多数是逛超市或者和朋友一起吃饭，
 偶尔也会参加一些徒步活动。

对女生要求
.身体健康，以后打算在日本长期居住发展
.可接受4岁以内的年龄差
.主要还得看三观以及性格合得来
```

- (",male,1996,29,,ENFJ,169,68,23.8,广西,日本,,IT,450,"参加徒步活动, 和朋友一起吃饭, 玩游戏, 看视频, 自己做饭, 逛超市",性格比较随和，可以聊天聊地也可以默默倾听,,,,身体健康，以后打算在日本长期居住发展，可接受4岁以内的年龄差，主要还得看三观以及性格合得来,在日5年，不抽烟，平时都是自己做饭，短期内没有回国发展打算，对什么事都有一点兴趣但不多
men_200_183,"编号183

```
◇お名前 :李
◇星座 :双鱼座
◇生年月日:   1987
◇国籍:    中国
◇戸籍地 :    吉林
◇現住所 :    横滨
◇身長:   176cm
◇体重:       80kg
◇最終学歴 :  本科
◇ご職業:     会社员
◇ご年収:    400〜500万
◇日本語程度 :N1
◇赴日经历：14年
◇签证类型： 永驻
◇家族との同居 : 无 
◇趣味 :  运动，电影，游戏
```


- (",male,1987,38,双鱼座,,176,80,25.8,吉林,横滨,本科,会社员,400〜500万,"游戏, 电影, 运动",,,,,,
men_200_182,"编号182

![WechatIMG7507](https://github.com/user-attachments/assets/63e99308-9940-4c62-bc5b-ebdcea1bc858)

```
2.性别：男
3.生年：92
4.籍贯：大连
5.身高：175
6.体重：80
7.居住地：吉祥寺
8.工作：日料（工作稳定）
兴趣爱好（方便找共同点)：
一个有趣灵魂的辽宁小老爷们儿，
爱追剧、爱运动、爱K歌、喜欢做好吃的
经过岁月的磨合 硬生生把自己打造成了暖男！
想找一个真心想谈恋爱 想结婚的人！
希望早点脱掉单身狗的罪名[呲牙]
```

- (",male,1992,33,,,175,80,26.1,大连,吉祥寺,,日料,,"K歌, 做好吃的, 运动, 追剧",有趣灵魂、暖男,,,,想谈恋爱、想结婚的人,一个有趣灵魂的辽宁小老爷们儿，经过岁月的磨合硬生生把自己打造成了暖男！想找一个真心想谈恋爱想结婚的人！希望早点脱掉单身狗的罪名
